MPNKEY,MANUFACTURER,MANUCODE,MPN,OOMPIDPARTIAL,OOMPID,LINK,DESCRIPTION,TAGS
MPN-C-4UCON-03890,4Ucon Online Connectors,C-4UCON,03890,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03890,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS10PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03891,4Ucon Online Connectors,C-4UCON,03891,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03891,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS14PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03892,4Ucon Online Connectors,C-4UCON,03892,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03892,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS16PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03893,4Ucon Online Connectors,C-4UCON,03893,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03893,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS26PIN GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03894,4Ucon Online Connectors,C-4UCON,03894,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03894,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS30PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03895,4Ucon Online Connectors,C-4UCON,03895,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03895,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS34PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03896,4Ucon Online Connectors,C-4UCON,03896,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03896,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS40PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03897,4Ucon Online Connectors,C-4UCON,03897,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03897,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS50PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03898,4Ucon Online Connectors,C-4UCON,03898,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03898,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS60PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03899,4Ucon Online Connectors,C-4UCON,03899,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03899,2.54 IDC LATCH HEADER WITHOUT MOUNTING EARS64PIN   GREY  WITHOUT SR  GOLD FLASH　,[]
MPN-C-4UCON-03905,4Ucon Online Connectors,C-4UCON,03905,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=03905,2.54 IDC LATCH HEADER WITH MOUNTING EARS34PIN   WITHOUT SR GRAY INSULATOR  GOLD FLASH (TRAY)　,[]
MPN-C-4UCON-06578,4Ucon Online Connectors,C-4UCON,06578,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06578,1.27X2.54 BOX HEADER DIP RIGHT ANGLE20P BLACK INSULATOR  GOLD FLASH  TRAY　,[]
MPN-C-4UCON-06579,4Ucon Online Connectors,C-4UCON,06579,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06579,1.27X2.54 BOX HEADER DIP RIGHT ANGLE026PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06580,4Ucon Online Connectors,C-4UCON,06580,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06580,1.27X2.54 BOX HEADER DIP RIGHT ANGLE032PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06581,4Ucon Online Connectors,C-4UCON,06581,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06581,1.27X2.54 BOX HEADER DIP RIGHT ANGLE034PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06582,4Ucon Online Connectors,C-4UCON,06582,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06582,1.27X2.54 BOX HEADER DIP RIGHT ANGLE040PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06583,4Ucon Online Connectors,C-4UCON,06583,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06583,1.27X2.54 BOX HEADER DIP RIGHT ANGLE050PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06584,4Ucon Online Connectors,C-4UCON,06584,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06584,1.27X2.54 BOX HEADER DIP RIGHT ANGLE052PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06585,4Ucon Online Connectors,C-4UCON,06585,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06585,1.27X2.54 BOX HEADER DIP RIGHT ANGLE060PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06586,4Ucon Online Connectors,C-4UCON,06586,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06586,1.27X2.54 BOX HEADER DIP RIGHT ANGLE068PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06587,4Ucon Online Connectors,C-4UCON,06587,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06587,1.27X2.54 BOX HEADER DIP RIGHT ANGLE080PIN BLACK  GOLD FLASH　,[]
MPN-C-4UCON-06588,4Ucon Online Connectors,C-4UCON,06588,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06588,1.27X2.54 BOX HEADER DIP RIGHT ANGLE100P BLACK INSULATOR SELECTIVE GOLD FLASH TRAY　,[]
MPN-C-4UCON-06623,4Ucon Online Connectors,C-4UCON,06623,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06623,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-06624,4Ucon Online Connectors,C-4UCON,06624,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06624,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-06630,4Ucon Online Connectors,C-4UCON,06630,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06630,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10060,4Ucon Online Connectors,C-4UCON,10060,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10060,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10061,4Ucon Online Connectors,C-4UCON,10061,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10061,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10062,4Ucon Online Connectors,C-4UCON,10062,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10062,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10063,4Ucon Online Connectors,C-4UCON,10063,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10063,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10064,4Ucon Online Connectors,C-4UCON,10064,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10064,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-10065,4Ucon Online Connectors,C-4UCON,10065,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10065,1.27X2.54 IDC SOCKET FOR 0.635MM FLAT CABLE,[]
MPN-C-4UCON-07149,4Ucon Online Connectors,C-4UCON,07149,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07149,2.0 LATCH HEADER DIP 180°26P BLACK  WITH LONG EAR  GOLD FLASH  WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-07159,4Ucon Online Connectors,C-4UCON,07159,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07159,2.0 LATCH HEADER DIP 90°16P BLACK WITH LONG EAR GOLD FLASH WITHSTAND HIGH TEMPERATURE TRAY 　,[]
MPN-C-4UCON-07163,4Ucon Online Connectors,C-4UCON,07163,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07163,2.0 LATCH HEADER DIP 90°26P BLACK  WITH LONG EAR  GOLD FLASH  WITHSTAND HIGH TEMPERATURE TRAY　,[]
MPN-C-4UCON-05622,4Ucon Online Connectors,C-4UCON,05622,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=05622,2.0 LATCH HEADER DIP 90°10P BLACK WITH LONG EAR GOLD FLASH WITHSTAND HIGH TEMPERATURE TRAY 　,[]
MPN-C-4UCON-00589,4Ucon Online Connectors,C-4UCON,00589,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00589,2.0 LATCH HEADER DIP 90°16P BLACK WITH SHORT EAR GOLD FLASH WITHSTAND HIGH TEMPERATURE TRAY 　,[]
MPN-C-4UCON-07170,4Ucon Online Connectors,C-4UCON,07170,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07170,2.0 LATCH HEADER SMT  180° 20PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07171,4Ucon Online Connectors,C-4UCON,07171,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07171,2.0 LATCH HEADER SMT  180° 26PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07172,4Ucon Online Connectors,C-4UCON,07172,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07172,2.0 LATCH HEADER SMT  180° 30PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07173,4Ucon Online Connectors,C-4UCON,07173,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07173,2.0 LATCH HEADER SMT  180° 40PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07174,4Ucon Online Connectors,C-4UCON,07174,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07174,2.0 LATCH HEADER SMT  180° 44PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07175,4Ucon Online Connectors,C-4UCON,07175,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07175,2.0 LATCH HEADER SMT  180° 50PIN WITH SHORT EAR　,[]
MPN-C-4UCON-07176,4Ucon Online Connectors,C-4UCON,07176,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07176,2.0 LATCH HEADER SMT  180° 24PIN WITH SHORT EAR　,[]
MPN-C-4UCON-20911,4Ucon Online Connectors,C-4UCON,20911,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20911,2.0 LATCH HEADER SMT  180° 8P WITH SHORT EAR GOLD FLASH TUBE　,[]
MPN-C-4UCON-20909,4Ucon Online Connectors,C-4UCON,20909,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20909,2.0 LATCH HEADER SMT  180° 10P WITH SHORT EAR GOLD FLASH TUBE　,[]
MPN-C-4UCON-08190,4Ucon Online Connectors,C-4UCON,08190,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08190,2.0 SHROUDED (BOX) HEADER TYPE2X05  DIP 180° WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-08192,4Ucon Online Connectors,C-4UCON,08192,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=08192,2.0 SHROUDED (BOX) HEADER TYPE2X07 DIP 180° BLACK INSULATOR WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-11139,4Ucon Online Connectors,C-4UCON,11139,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11139,2.0 SHROUDED (BOX) HEADER TYPE2X06 PIN HEADER BOX TYPE FOR MPV SERIES WAFER 2X06 DIP 180° BLACK INSULATOR GOLD FLASH WITHSTAND HIGH TEMPERATUR TUBE 　,[]
MPN-C-4UCON-11140,4Ucon Online Connectors,C-4UCON,11140,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11140,2.0 SHROUDED (BOX) HEADER TYPE2X08 DIP 180° WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-11254,4Ucon Online Connectors,C-4UCON,11254,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11254,2.0 SHROUDED (BOX) HEADER TYPE2X03 DIP 180° WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-11255,4Ucon Online Connectors,C-4UCON,11255,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11255,2.0 SHROUDED (BOX) HEADER TYPE2X04 DIP 180° WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-01809,4Ucon Online Connectors,C-4UCON,01809,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=01809,2.0 SHROUDED (BOX) HEADER TYPE2X05 SMT 180° 鍍金 加CAP 管裝　,[]
MPN-C-4UCON-21657,4Ucon Online Connectors,C-4UCON,21657,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21657,2.0 SHROUDED (BOX) HEADER TYPEWAFER 2X02 SMT 180° WITHOUT POST BLACK INSULATOR GOLD FLASH WITH CAP TUBE　,[]
MPN-C-4UCON-21827,4Ucon Online Connectors,C-4UCON,21827,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21827,2.0 SHROUDED (BOX) HEADER TYPE2X06 DIP 90° GOLD FLASH WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-06641,4Ucon Online Connectors,C-4UCON,06641,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06641,1.27X2.54 BOX HEADER DIP STRAIGHT50P GOLD FLASH WITHSTAND HIGH TEMPERATURE TRAY　,[]
MPN-C-4UCON-06646,4Ucon Online Connectors,C-4UCON,06646,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06646,1.27X2.54 BOX HEADER DIP 90°20 PIN  GOLD FLASH WITHSTAND HIGH TEMPERATURE TRAY　,[]
MPN-C-4UCON-06663,4Ucon Online Connectors,C-4UCON,06663,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06663,1.27X2.54 BOX HEADER SMT STRAIGHT20 PIN 　,[]
MPN-C-4UCON-06664,4Ucon Online Connectors,C-4UCON,06664,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06664,1.27X2.54 BOX HEADER SMT STRAIGHT26 PIN 　,[]
MPN-C-4UCON-06665,4Ucon Online Connectors,C-4UCON,06665,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06665,1.27X2.54 BOX HEADER SMT STRAIGHT30 PIN 　,[]
MPN-C-4UCON-06666,4Ucon Online Connectors,C-4UCON,06666,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06666,1.27X2.54 BOX HEADER SMT STRAIGHT34 PIN 　,[]
MPN-C-4UCON-06667,4Ucon Online Connectors,C-4UCON,06667,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06667,1.27X2.54 BOX HEADER SMT STRAIGHT40 PIN 　,[]
MPN-C-4UCON-06668,4Ucon Online Connectors,C-4UCON,06668,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06668,1.27X2.54 BOX HEADER SMT STRAIGHT50 PIN 　,[]
MPN-C-4UCON-06669,4Ucon Online Connectors,C-4UCON,06669,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06669,1.27X2.54 BOX HEADER SMT STRAIGHT60 PIN 　,[]
MPN-C-4UCON-06670,4Ucon Online Connectors,C-4UCON,06670,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06670,1.27X2.54 BOX HEADER SMT STRAIGHT68 PIN 　,[]
MPN-C-4UCON-06671,4Ucon Online Connectors,C-4UCON,06671,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06671,1.27X2.54 BOX HEADER SMT STRAIGHT80 PIN 　,[]
MPN-C-4UCON-06672,4Ucon Online Connectors,C-4UCON,06672,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06672,1.27X2.54 BOX HEADER SMT STRAIGHT100 PIN 　,[]
MPN-C-4UCON-17994,4Ucon Online Connectors,C-4UCON,17994,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17994,1.27X2.54 BOX HEADER SMT STRAIGHT08 PIN 　,[]
MPN-C-4UCON-17995,4Ucon Online Connectors,C-4UCON,17995,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17995,1.27X2.54 BOX HEADER SMT STRAIGHT12 PIN 　,[]
MPN-C-4UCON-17996,4Ucon Online Connectors,C-4UCON,17996,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17996,1.27X2.54 BOX HEADER SMT STRAIGHT22 PIN 　,[]
MPN-C-4UCON-17997,4Ucon Online Connectors,C-4UCON,17997,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17997,1.27X2.54 BOX HEADER SMT STRAIGHT24 PIN 　,[]
MPN-C-4UCON-17998,4Ucon Online Connectors,C-4UCON,17998,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17998,1.27X2.54 BOX HEADER SMT STRAIGHT44 PIN 　,[]
MPN-C-4UCON-17999,4Ucon Online Connectors,C-4UCON,17999,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17999,1.27X2.54 BOX HEADER SMT STRAIGHT64 PIN 　,[]
MPN-C-4UCON-13278,4Ucon Online Connectors,C-4UCON,13278,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13278,1.27X2.54 BOX HEADER SMT STRAIGHT10 PIN 　,[]
MPN-C-4UCON-13279,4Ucon Online Connectors,C-4UCON,13279,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13279,1.27X2.54 BOX HEADER SMT STRAIGHT14 PIN 　,[]
MPN-C-4UCON-13280,4Ucon Online Connectors,C-4UCON,13280,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13280,1.27X2.54 BOX HEADER SMT STRAIGHT16 PIN 　,[]
MPN-C-4UCON-15117,4Ucon Online Connectors,C-4UCON,15117,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15117,1.27X1.27 BOX HEADER SMT 180°10PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15487,4Ucon Online Connectors,C-4UCON,15487,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15487,1.27X1.27 BOX HEADER SMT 180°06 PIN WITHOUT POST  GOLD FLASH TUBE　,[]
MPN-C-4UCON-15488,4Ucon Online Connectors,C-4UCON,15488,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15488,1.27X1.27 BOX HEADER SMT 180°12PIN WITHOUT POST GOLD FLASH TUBE 　,[]
MPN-C-4UCON-15489,4Ucon Online Connectors,C-4UCON,15489,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15489,1.27X1.27 BOX HEADER SMT 180°16PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15490,4Ucon Online Connectors,C-4UCON,15490,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15490,1.27X1.27 BOX HEADER SMT 180°20PIN   WITHOUT POST TUBE　,[]
MPN-C-4UCON-15491,4Ucon Online Connectors,C-4UCON,15491,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15491,1.27X1.27 BOX HEADER SMT 180°26PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15492,4Ucon Online Connectors,C-4UCON,15492,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15492,1.27X1.27 BOX HEADER SMT 180°30PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15493,4Ucon Online Connectors,C-4UCON,15493,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15493,1.27X1.27 BOX HEADER SMT 180°34PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15494,4Ucon Online Connectors,C-4UCON,15494,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15494,1.27X1.27 BOX HEADER SMT 180°40PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-15496,4Ucon Online Connectors,C-4UCON,15496,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15496,1.27X1.27 BOX HEADER SMT 180°60PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17923,4Ucon Online Connectors,C-4UCON,17923,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17923,1.27X1.27 BOX HEADER SMT 180°08 PIN WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-17924,4Ucon Online Connectors,C-4UCON,17924,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17924,1.27X1.27 BOX HEADER SMT 180°14 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17925,4Ucon Online Connectors,C-4UCON,17925,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17925,1.27X1.27 BOX HEADER SMT 180°24 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17927,4Ucon Online Connectors,C-4UCON,17927,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17927,1.27X1.27 BOX HEADER SMT 180°44 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17928,4Ucon Online Connectors,C-4UCON,17928,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17928,1.27X1.27 BOX HEADER SMT 180°64 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17929,4Ucon Online Connectors,C-4UCON,17929,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17929,1.27X1.27 BOX HEADER SMT 180°66 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17930,4Ucon Online Connectors,C-4UCON,17930,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17930,1.27X1.27 BOX HEADER SMT 180°68 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17931,4Ucon Online Connectors,C-4UCON,17931,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17931,1.27X1.27 BOX HEADER SMT 180°80 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-17932,4Ucon Online Connectors,C-4UCON,17932,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=17932,1.27X1.27 BOX HEADER SMT 180°100 PIN BLACK GOLD FLASH　,[]
MPN-C-4UCON-21202,4Ucon Online Connectors,C-4UCON,21202,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21202,1.27X1.27 BOX HEADER SMT 180°10P WITH POST BLACK INSULATOR GOLD FLASH WITH CAP TUBE　,[]
MPN-C-4UCON-21199,4Ucon Online Connectors,C-4UCON,21199,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21199,1.27X1.27 BOX HEADER SMT 180°10P WITH POST BLACK INSULATOR GOLD FLASH TUBE　,[]
MPN-C-4UCON-20912,4Ucon Online Connectors,C-4UCON,20912,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20912,1.27X1.27 BOX HEADER SMT 180°10P WITHOUT POST GOLD FLASH WITH CAP TUBE　,[]
MPN-C-4UCON-20317,4Ucon Online Connectors,C-4UCON,20317,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20317,1.27X1.27 BOX HEADER SMT 180°10P WITH POST BLACK INSULATOR GOLD FLASH TUBE　,[]
MPN-C-4UCON-19735,4Ucon Online Connectors,C-4UCON,19735,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19735,1.27X1.27 BOX HEADER SMT 180°10 PIN WITH CAP TAPE & REEL 700PCS/REEL　,[]
MPN-C-4UCON-19721,4Ucon Online Connectors,C-4UCON,19721,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=19721,1.27X1.27 BOX HEADER SMT 180°10 PIN BLACK GOLD FLASH WITH CAP TUBE　,[]
MPN-C-4UCON-21697,4Ucon Online Connectors,C-4UCON,21697,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21697,1.27X1.27 BOX HEADER SMT 180°10P  SMT 180° WITHOUT POST BLACK INSULATOR GOLD FLASH WITH CAP TAPE&REEL 600PCS/REEL　,[]
MPN-C-4UCON-21504,4Ucon Online Connectors,C-4UCON,21504,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21504,1.27X1.27 BOX HEADER SMT 180°20P WITHOUT POST BLACK INSULATOR GOLD FLASH WITH CAP TUBE　,[]
MPN-C-4UCON-21701,4Ucon Online Connectors,C-4UCON,21701,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21701,1.27X1.27 BOX HEADER DIP 180°10PIN BLACK GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-06229,4Ucon Online Connectors,C-4UCON,06229,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06229,1.27X1.27 BOX HEADER DIP 180°10PIN BLACK  GOLD FLASH  WITHSTAND HIGH TEMPERATURE TRAY　,[]
MPN-C-4UCON-06232,4Ucon Online Connectors,C-4UCON,06232,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=06232,1.27X1.27 BOX HEADER DIP 180°20PIN BLACK GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-15480,4Ucon Online Connectors,C-4UCON,15480,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15480,1.27X1.27 BOX HEADER DIP 90°20PIN BLACK GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-15524,4Ucon Online Connectors,C-4UCON,15524,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15524,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE20PIN WITHOUT SR GOLD FLASH  TUBE　,[]
MPN-C-4UCON-15527,4Ucon Online Connectors,C-4UCON,15527,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=15527,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE34P WITHOUT SR GOLD FLASH TUBE　,[]
MPN-C-4UCON-20835,4Ucon Online Connectors,C-4UCON,20835,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20835,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE10P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
MPN-C-4UCON-20836,4Ucon Online Connectors,C-4UCON,20836,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20836,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE40P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
MPN-C-4UCON-20837,4Ucon Online Connectors,C-4UCON,20837,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20837,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE60P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
MPN-C-4UCON-20947,4Ucon Online Connectors,C-4UCON,20947,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=20947,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE50P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
MPN-C-4UCON-10981,4Ucon Online Connectors,C-4UCON,10981,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10981,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE26P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
MPN-C-4UCON-10982,4Ucon Online Connectors,C-4UCON,10982,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=10982,1.27X1.27 IDC SOCKET FOR 0.635MM FLAT CABLE34P WITHOUT SR SELECTIVE GOLD FLASH TUBE 　,[]
